Timestamp,Attitude Roll,Attitude Pitch,Attitude Azimuth,Gravity X,Gravity Y,Gravity Z,Rotation Rate X,Rotation Rate Y,Rotation Rate Z,User Acceleration X,User Acceleration Y,User Acceleration Z
2024-06-11T16:54:21.996Z,-8.97,48.45,-172.13,-7.30,-1.01,6.39,-0.40,-1.30,4.84,0.20,0.45,0.24
2024-06-11T16:54:22.012Z,-8.34,48.18,-172.60,-7.29,-0.95,6.45,-0.32,-0.20,3.07,0.21,0.50,0.30
2024-06-11T16:54:22.028Z,-9.64,49.28,-171.80,-7.29,-1.05,6.19,-0.76,0.22,1.98,0.21,0.39,0.04
2024-06-11T16:54:22.046Z,-10.25,49.70,-171.42,-7.29,-1.10,6.08,-0.92,0.67,0.95,0.21,0.34,-0.07
2024-06-11T16:54:22.062Z,-11.03,50.10,-170.91,-7.24,-1.16,5.94,-1.18,1.08,-0.71,0.26,0.28,-0.21
2024-06-11T16:54:22.079Z,-11.34,50.24,-170.71,-7.19,-1.18,5.87,-1.46,1.04,-1.64,0.31,0.27,-0.28
2024-06-11T16:54:22.096Z,-11.44,50.24,-170.63,-7.19,-1.19,5.87,-1.89,0.70,-2.57,0.31,0.26,-0.28
2024-06-11T16:54:22.113Z,-11.77,50.17,-170.34,-7.21,-1.23,5.89,-2.88,0.36,-3.47,0.29,0.23,-0.26
2024-06-11T16:54:22.129Z,-12.28,49.85,-169.83,-7.21,-1.29,5.94,-3.60,0.21,-3.71,0.29,0.18,-0.20
2024-06-11T16:54:22.146Z,-12.56,49.62,-169.52,-7.20,-1.33,5.97,-4.28,0.37,-3.74,0.30,0.15,-0.17
2024-06-11T16:54:22.163Z,-13.43,49.51,-168.78,-7.22,-1.43,5.99,-4.95,0.44,-3.07,0.28,0.07,-0.14
2024-06-11T16:54:22.179Z,-14.69,49.54,-167.80,-7.25,-1.57,5.98,-5.64,0.46,-2.62,0.25,-0.05,-0.15
2024-06-11T16:54:22.196Z,-15.26,49.62,-167.39,-7.29,-1.63,5.98,-5.93,0.13,-2.07,0.21,-0.10,-0.16
2024-06-11T16:54:22.213Z,-15.75,49.59,-166.99,-7.39,-1.71,6.06,-6.22,0.10,-1.38,0.11,-0.16,-0.07
2024-06-11T16:54:22.228Z,-14.88,49.59,-167.67,-7.56,-1.65,6.22,-6.04,0.34,-1.02,-0.06,-0.09,0.09
2024-06-11T16:54:22.246Z,-14.31,49.62,-168.13,-7.62,-1.60,6.28,-5.20,0.73,-1.28,-0.12,-0.03,0.16
2024-06-11T16:54:22.263Z,-13.63,49.57,-168.65,-7.71,-1.55,6.38,-4.76,4.82,-1.83,-0.21,0.04,0.27
2024-06-11T16:54:22.279Z,-13.65,49.66,-168.67,-7.60,-1.52,6.28,-4.14,4.73,-1.74,-0.09,0.07,0.17
2024-06-11T16:54:22.296Z,-13.85,49.45,-168.43,-7.58,-1.55,6.29,-3.77,4.56,-1.79,-0.06,0.06,0.20
2024-06-11T16:54:22.312Z,-13.94,49.56,-168.40,-7.58,-1.56,6.27,-3.89,4.59,-1.40,-0.06,0.06,0.19
2024-06-11T16:54:22.329Z,-13.97,49.75,-168.45,-7.55,-1.54,6.20,-3.59,5.29,-2.33,-0.02,0.09,0.13
2024-06-11T16:54:22.346Z,-13.49,49.98,-168.92,-7.48,-1.46,6.11,-3.42,5.24,-2.91,0.06,0.18,0.05
2024-06-11T16:54:22.362Z,-14.48,50.60,-168.39,-7.37,-1.51,5.86,-3.85,4.59,-2.97,0.18,0.14,-0.18
2024-06-11T16:54:22.379Z,-16.11,50.68,-167.20,-7.29,-1.66,5.74,-4.13,3.07,-3.46,0.26,0.01,-0.29
2024-06-11T16:54:22.396Z,-16.58,50.63,-166.83,-7.28,-1.70,5.73,-4.08,2.25,-3.38,0.27,-0.02,-0.30
2024-06-11T16:54:22.412Z,-17.02,50.58,-166.47,-7.27,-1.75,5.72,-4.40,1.09,-3.00,0.28,-0.05,-0.30
2024-06-11T16:54:22.429Z,-18.32,50.80,-165.62,-7.35,-1.89,5.69,-4.28,0.52,-3.13,0.20,-0.18,-0.32
2024-06-11T16:54:22.446Z,-19.52,50.69,-164.70,-7.38,-2.02,5.70,-4.36,0.11,-3.55,0.17,-0.30,-0.32
2024-06-11T16:54:22.463Z,-20.18,50.80,-164.29,-7.40,-2.08,5.67,-5.12,-0.92,-2.84,0.15,-0.34,-0.35
2024-06-11T16:54:22.479Z,-19.56,50.63,-164.64,-7.53,-2.07,5.82,-4.88,-2.37,-1.83,0.02,-0.32,-0.19
2024-06-11T16:54:22.496Z,-18.33,50.44,-165.44,-7.57,-1.97,5.94,-4.46,-3.17,-1.15,-0.03,-0.20,-0.08
2024-06-11T16:54:22.513Z,-16.10,50.52,-167.13,-7.61,-1.74,6.03,-5.39,-1.10,-0.13,-0.07,0.04,0.01
2024-06-11T16:54:22.528Z,-15.89,50.58,-167.32,-7.60,-1.71,6.01,-6.25,-1.72,-0.58,-0.07,0.08,-0.01
2024-06-11T16:54:22.546Z,-15.57,49.91,-167.27,-7.59,-1.71,6.16,-7.20,-0.54,0.15,-0.06,0.08,0.14
2024-06-11T16:54:22.562Z,-15.52,49.62,-167.18,-7.60,-1.73,6.23,-6.20,-2.86,1.31,-0.07,0.08,0.21
2024-06-11T16:54:22.579Z,-15.99,49.33,-166.68,-7.61,-1.80,6.28,-4.58,-1.50,2.07,-0.08,0.02,0.26
2024-06-11T16:54:22.596Z,-15.70,49.14,-166.82,-7.52,-1.76,6.26,-3.19,1.65,2.25,0.01,0.06,0.24
2024-06-11T16:54:22.613Z,-17.63,49.41,-165.46,-7.34,-1.90,5.99,-2.93,2.37,0.65,0.20,-0.08,-0.02
2024-06-11T16:54:22.629Z,-17.60,49.12,-165.33,-7.24,-1.89,5.97,-3.18,2.69,1.48,0.30,-0.07,-0.03
2024-06-11T16:54:22.646Z,-19.21,48.84,-163.96,-7.16,-2.06,5.91,-1.79,1.68,1.27,0.38,-0.24,-0.09
2024-06-11T16:54:22.662Z,-20.04,49.36,-163.61,-7.30,-2.15,5.88,-0.18,2.46,1.18,0.25,-0.32,-0.11
2024-06-11T16:54:22.679Z,-19.57,50.52,-164.57,-7.38,-2.04,5.73,0.98,2.58,0.92,0.16,-0.22,-0.26
2024-06-11T16:54:22.696Z,-19.22,50.80,-164.97,-7.39,-1.99,5.69,1.37,2.29,0.31,0.16,-0.17,-0.29
2024-06-11T16:54:22.713Z,-18.60,51.09,-165.56,-7.43,-1.91,5.69,1.35,0.94,-0.34,0.12,-0.10,-0.30
2024-06-11T16:54:22.729Z,-18.54,50.73,-165.42,-7.49,-1.95,5.80,1.64,-0.07,-0.60,0.07,-0.13,-0.18
2024-06-11T16:54:22.746Z,-18.40,50.64,-165.48,-7.53,-1.95,5.86,2.10,-0.22,-0.32,0.03,-0.14,-0.13
2024-06-11T16:54:22.762Z,-18.18,50.69,-165.67,-7.54,-1.92,5.86,1.83,0.86,0.52,0.02,-0.12,-0.12
2024-06-11T16:54:22.779Z,-18.15,50.71,-165.70,-7.51,-1.91,5.84,0.57,1.47,1.59,0.04,-0.11,-0.14
2024-06-11T16:54:22.796Z,-18.34,50.67,-165.54,-7.48,-1.93,5.82,-0.11,0.55,3.42,0.08,-0.13,-0.16
2024-06-11T16:54:22.812Z,-20.23,49.59,-163.59,-7.36,-2.17,5.88,0.81,0.48,5.88,0.21,-0.38,-0.10
2024-06-11T16:54:22.829Z,-20.23,49.22,-163.39,-7.37,-2.20,5.96,2.14,2.57,6.86,0.20,-0.43,-0.01
2024-06-11T16:54:22.846Z,-19.48,49.50,-164.10,-7.40,-2.11,5.96,2.89,3.90,7.18,0.18,-0.35,-0.01
2024-06-11T16:54:22.862Z,-18.42,49.89,-165.09,-7.45,-1.98,5.96,3.73,2.95,7.71,0.14,-0.25,-0.01
2024-06-11T16:54:22.879Z,-17.30,49.91,-165.95,-7.65,-1.91,6.15,5.46,1.02,7.30,-0.05,-0.21,0.18
2024-06-11T16:54:22.896Z,-16.20,50.53,-167.06,-7.83,-1.80,6.19,6.50,1.39,4.83,-0.23,-0.11,0.23
2024-06-11T16:54:22.913Z,-13.28,52.22,-169.91,-8.17,-1.45,6.16,6.43,1.56,-0.09,-0.57,0.21,0.20
2024-06-11T16:54:22.928Z,-11.21,53.60,-171.84,-8.23,-1.18,5.95,5.42,0.70,-2.71,-0.62,0.48,-0.01
2024-06-11T16:54:22.946Z,-11.19,52.96,-171.67,-8.03,-1.18,5.95,4.70,0.96,-3.50,-0.43,0.48,-0.02
2024-06-11T16:54:22.963Z,-11.98,52.12,-170.83,-7.67,-1.24,5.84,3.61,1.94,-2.68,-0.07,0.42,-0.12
2024-06-11T16:54:22.979Z,-12.99,52.97,-170.37,-7.62,-1.29,5.60,0.38,0.56,-0.39,-0.01,0.37,-0.36
2024-06-11T16:54:22.996Z,-12.20,52.61,-170.83,-7.52,-1.21,5.62,-1.05,0.83,0.47,0.09,0.45,-0.34
2024-06-11T16:54:23.012Z,-12.40,52.38,-170.60,-7.41,-1.23,5.58,-1.91,-0.36,0.63,0.20,0.43,-0.38
2024-06-11T16:54:23.029Z,-12.44,52.31,-170.55,-7.52,-1.25,5.68,-2.57,-3.43,0.32,0.08,0.41,-0.28
2024-06-11T16:54:23.046Z,-12.34,52.38,-170.65,-7.64,-1.26,5.75,-2.31,-5.29,-0.41,-0.04,0.41,-0.22
2024-06-11T16:54:23.062Z,-12.38,52.16,-170.55,-7.76,-1.29,5.88,-1.85,-5.60,-1.91,-0.16,0.38,-0.09
2024-06-11T16:54:23.079Z,-13.65,51.80,-169.48,-7.70,-1.43,5.89,-1.03,-5.56,-3.35,-0.13,0.25,-0.10
2024-06-11T16:54:23.095Z,-14.55,51.46,-168.69,-7.64,-1.53,5.89,-1.15,-5.63,-4.40,-0.07,0.16,-0.11
2024-06-11T16:54:23.112Z,-16.32,50.94,-167.15,-7.53,-1.72,5.87,-1.65,-5.95,-4.98,0.03,-0.02,-0.15
2024-06-11T16:54:23.129Z,-17.00,50.78,-166.58,-7.53,-1.80,5.88,-1.74,-6.07,-4.99,0.02,-0.08,-0.15
2024-06-11T16:54:23.146Z,-17.06,50.83,-166.55,-7.52,-1.80,5.86,-1.60,-5.81,-4.41,0.01,-0.07,-0.18
2024-06-11T16:54:23.163Z,-17.21,50.82,-166.44,-7.47,-1.80,5.81,-1.45,-6.04,-3.66,0.06,-0.07,-0.23
2024-06-11T16:54:23.179Z,-17.85,50.11,-165.63,-7.34,-1.88,5.84,-1.72,-5.83,-2.99,0.17,-0.13,-0.22
2024-06-11T16:54:23.196Z,-18.23,49.67,-165.13,-7.29,-1.94,5.88,-1.65,-5.17,-2.27,0.21,-0.18,-0.19
2024-06-11T16:54:23.212Z,-18.48,48.75,-164.47,-7.26,-2.02,6.04,-1.53,-4.43,-1.45,0.23,-0.26,-0.04
2024-06-11T16:54:23.229Z,-18.16,48.16,-164.41,-7.29,-2.03,6.20,-0.92,-3.19,-0.42,0.20,-0.27,0.11
2024-06-11T16:54:23.245Z,-18.11,48.08,-164.41,-7.30,-2.04,6.23,-0.44,-2.11,0.13,0.18,-0.27,0.13
2024-06-11T16:54:23.262Z,-17.74,47.74,-164.53,-7.23,-2.00,6.26,-0.09,-1.47,0.40,0.24,-0.23,0.16
2024-06-11T16:54:23.279Z,-17.70,47.46,-164.41,-7.17,-2.00,6.27,0.14,-0.15,0.41,0.30,-0.23,0.17
2024-06-11T16:54:23.296Z,-17.51,47.23,-164.45,-7.12,-1.98,6.28,0.38,0.40,0.48,0.35,-0.22,0.18
2024-06-11T16:54:23.313Z,-16.87,47.08,-164.90,-7.05,-1.90,6.27,0.41,1.25,0.75,0.43,-0.14,0.18
2024-06-11T16:54:23.329Z,-16.24,46.99,-165.38,-6.98,-1.82,6.25,0.79,2.38,1.16,0.50,-0.06,0.15
2024-06-11T16:54:23.345Z,-15.93,47.14,-165.71,-6.96,-1.77,6.21,0.89,3.50,1.35,0.52,-0.01,0.12
2024-06-11T16:54:23.362Z,-16.01,47.89,-166.00,-7.01,-1.75,6.09,1.15,3.80,1.24,0.48,0.01,0.01
2024-06-11T16:54:23.379Z,-15.97,48.54,-166.34,-7.09,-1.72,6.02,1.49,3.74,0.84,0.41,0.03,-0.06
2024-06-11T16:54:23.396Z,-15.98,48.79,-166.45,-7.12,-1.72,5.99,1.35,3.66,0.56,0.38,0.03,-0.07
2024-06-11T16:54:23.413Z,-15.58,49.28,-166.99,-7.21,-1.67,5.98,1.43,3.73,0.11,0.30,0.08,-0.09
2024-06-11T16:54:23.429Z,-15.58,49.62,-167.13,-7.29,-1.66,5.97,1.42,4.04,-0.36,0.23,0.08,-0.08
2024-06-11T16:54:23.446Z,-15.40,49.85,-167.38,-7.33,-1.64,5.96,1.35,4.00,-0.51,0.19,0.10,-0.08
2024-06-11T16:54:23.463Z,-15.55,50.18,-167.40,-7.43,-1.66,5.97,1.13,4.13,-0.56,0.10,0.08,-0.07
2024-06-11T16:54:23.479Z,-15.49,50.52,-167.59,-7.52,-1.65,5.97,1.03,4.03,-0.73,0.01,0.09,-0.06
2024-06-11T16:54:23.496Z,-15.56,50.81,-167.66,-7.58,-1.66,5.95,0.99,4.30,-0.88,-0.04,0.08,-0.07
2024-06-11T16:54:23.513Z,-15.81,51.27,-167.68,-7.66,-1.67,5.91,0.98,4.34,-1.00,-0.11,0.07,-0.11
2024-06-11T16:54:23.529Z,-16.12,51.52,-167.55,-7.67,-1.69,5.86,0.59,3.71,-1.22,-0.11,0.05,-0.15
2024-06-11T16:54:23.546Z,-16.17,51.55,-167.53,-7.67,-1.70,5.85,0.08,3.14,-1.26,-0.11,0.05,-0.15
2024-06-11T16:54:23.563Z,-16.32,51.39,-167.35,-7.67,-1.72,5.88,-0.01,2.78,-1.43,-0.10,0.03,-0.12
2024-06-11T16:54:23.579Z,-16.38,51.42,-167.32,-7.70,-1.73,5.89,0.04,2.40,-1.05,-0.13,0.02,-0.09
2024-06-11T16:54:23.596Z,-16.55,51.31,-167.14,-7.68,-1.75,5.90,0.28,2.31,-0.94,-0.11,-0.00,-0.08
2024-06-11T16:54:23.613Z,-16.68,51.36,-167.08,-7.68,-1.76,5.88,0.25,2.24,-1.00,-0.10,-0.01,-0.10
2024-06-11T16:54:23.629Z,-16.56,51.22,-167.10,-7.63,-1.75,5.87,-0.08,1.72,-1.18,-0.05,0.01,-0.10
2024-06-11T16:54:23.645Z,-16.49,51.14,-167.12,-7.59,-1.74,5.87,-0.09,1.68,-1.42,-0.01,0.02,-0.10
2024-06-11T16:54:23.663Z,-16.42,50.99,-167.10,-7.55,-1.73,5.87,-0.21,1.23,-1.43,0.03,0.03,-0.10
2024-06-11T16:54:23.679Z,-16.99,50.74,-166.57,-7.51,-1.79,5.87,-0.13,0.80,-1.14,0.07,-0.03,-0.09
2024-06-11T16:54:23.696Z,-17.11,50.72,-166.47,-7.52,-1.81,5.88,-0.07,0.93,-0.85,0.07,-0.04,-0.08
2024-06-11T16:54:23.712Z,-16.94,50.73,-166.60,-7.55,-1.80,5.90,0.22,0.96,-0.68,0.04,-0.03,-0.05
2024-06-11T16:54:23.729Z,-16.58,50.86,-166.93,-7.57,-1.76,5.90,0.09,0.95,-0.59,0.02,0.01,-0.05
2024-06-11T16:54:23.746Z,-16.56,50.91,-166.96,-7.55,-1.75,5.88,-0.02,0.73,-0.71,0.04,0.02,-0.07
2024-06-11T16:54:23.763Z,-16.71,50.97,-166.88,-7.53,-1.76,5.85,-0.30,0.28,-0.75,0.06,0.02,-0.10
2024-06-11T16:54:23.779Z,-16.65,50.84,-166.87,-7.49,-1.75,5.84,-0.50,0.13,-0.71,0.10,0.03,-0.11
2024-06-11T16:54:23.795Z,-16.76,50.82,-166.77,-7.46,-1.75,5.82,-0.54,0.15,-0.79,0.13,0.02,-0.12
2024-06-11T16:54:23.813Z,-17.26,50.74,-166.37,-7.44,-1.80,5.81,-0.56,-0.07,-0.28,0.15,-0.02,-0.14
2024-06-11T16:54:23.829Z,-17.43,50.63,-166.19,-7.52,-1.85,5.89,-0.35,-0.54,0.26,0.07,-0.07,-0.06
2024-06-11T16:54:23.846Z,-17.33,50.60,-166.25,-7.57,-1.85,5.93,-0.04,-0.22,0.27,0.02,-0.07,-0.02
2024-06-11T16:54:23.863Z,-16.75,50.71,-166.73,-7.56,-1.78,5.93,0.01,0.14,-0.04,0.03,-0.00,-0.02
2024-06-11T16:54:23.879Z,-16.45,50.51,-166.86,-7.50,-1.75,5.93,0.08,0.32,-0.41,0.09,0.03,-0.02
2024-06-11T16:54:23.895Z,-16.52,50.53,-166.82,-7.48,-1.75,5.90,0.00,0.28,-0.55,0.11,0.03,-0.04
2024-06-11T16:54:23.912Z,-16.70,50.36,-166.61,-7.47,-1.78,5.92,-0.28,0.33,-0.40,0.12,0.00,-0.02
2024-06-11T16:54:23.929Z,-16.87,50.48,-166.54,-7.50,-1.80,5.92,0.14,0.48,-0.34,0.09,-0.01,-0.03
2024-06-11T16:54:23.946Z,-17.00,50.59,-166.49,-7.52,-1.81,5.91,0.29,0.82,-0.34,0.07,-0.02,-0.03
2024-06-11T16:54:23.963Z,-16.96,50.82,-166.62,-7.55,-1.80,5.89,0.58,0.84,-0.23,0.04,-0.01,-0.06
2024-06-11T16:54:23.979Z,-16.76,50.91,-166.81,-7.55,-1.77,5.88,0.50,0.63,-0.35,0.04,0.01,-0.07
2024-06-11T16:54:23.996Z,-16.79,50.95,-166.81,-7.55,-1.77,5.86,0.35,0.28,-0.29,0.05,0.01,-0.08
2024-06-11T16:54:24.013Z,-16.82,51.06,-166.83,-7.56,-1.77,5.85,0.11,0.23,-0.29,0.04,0.02,-0.10
2024-06-11T16:54:24.029Z,-16.93,51.07,-166.76,-7.55,-1.78,5.84,0.15,-0.15,-0.20,0.04,0.01,-0.11
2024-06-11T16:54:24.046Z,-16.94,51.08,-166.76,-7.56,-1.78,5.84,0.26,-0.30,-0.22,0.03,0.01,-0.10
2024-06-11T16:54:24.063Z,-16.95,51.12,-166.77,-7.56,-1.78,5.83,0.05,-0.57,-0.16,0.03,0.01,-0.11
2024-06-11T16:54:24.079Z,-16.91,51.06,-166.77,-7.55,-1.77,5.84,-0.04,-0.88,-0.10,0.04,0.01,-0.11
2024-06-11T16:54:24.096Z,-16.90,50.91,-166.71,-7.56,-1.78,5.87,-0.13,-0.95,0.06,0.04,0.00,-0.07
2024-06-11T16:54:24.113Z,-16.90,50.87,-166.69,-7.56,-1.79,5.88,-0.15,-0.87,0.09,0.03,-0.00,-0.06
2024-06-11T16:54:24.129Z,-16.92,50.82,-166.66,-7.55,-1.79,5.89,-0.06,-0.94,0.04,0.03,-0.01,-0.06
2024-06-11T16:54:24.146Z,-16.80,50.72,-166.70,-7.55,-1.78,5.91,0.06,-0.94,0.12,0.04,0.00,-0.04
2024-06-11T16:54:24.163Z,-16.74,50.69,-166.73,-7.53,-1.77,5.90,-0.03,-1.06,0.09,0.06,0.01,-0.05
2024-06-11T16:54:24.178Z,-16.87,50.74,-166.65,-7.52,-1.78,5.88,-0.11,-1.20,0.09,0.06,0.00,-0.07
2024-06-11T16:54:24.197Z,-16.97,50.65,-166.54,-7.52,-1.80,5.89,0.13,-1.01,0.30,0.06,-0.01,-0.07
2024-06-11T16:54:24.212Z,-16.94,50.49,-166.49,-7.50,-1.80,5.91,0.21,-0.98,0.34,0.08,-0.02,-0.05
2024-06-11T16:54:24.228Z,-16.93,50.51,-166.50,-7.49,-1.80,5.91,0.26,-0.92,0.35,0.09,-0.01,-0.06
2024-06-11T16:54:24.245Z,-16.84,50.55,-166.59,-7.47,-1.78,5.88,-0.05,-1.04,0.27,0.11,0.00,-0.08
2024-06-11T16:54:24.263Z,-16.67,50.39,-166.65,-7.46,-1.77,5.91,0.20,-0.91,0.20,0.12,0.01,-0.05
2024-06-11T16:54:24.279Z,-16.71,50.31,-166.58,-7.43,-1.77,5.91,0.09,-0.77,0.39,0.14,0.01,-0.06
2024-06-11T16:54:24.295Z,-16.74,50.21,-166.51,-7.42,-1.78,5.92,0.19,-0.48,0.60,0.15,-0.00,-0.05
2024-06-11T16:54:24.313Z,-16.77,50.26,-166.51,-7.46,-1.79,5.94,0.05,-0.56,0.51,0.11,-0.01,-0.03
2024-06-11T16:54:24.329Z,-16.68,50.27,-166.59,-7.47,-1.78,5.94,0.11,-0.37,0.46,0.11,-0.00,-0.03
2024-06-11T16:54:24.346Z,-16.51,50.39,-166.76,-7.48,-1.76,5.93,0.26,0.14,0.33,0.10,0.02,-0.04
2024-06-11T16:54:24.362Z,-16.55,50.56,-166.81,-7.48,-1.75,5.90,0.16,0.13,0.04,0.09,0.02,-0.07
2024-06-11T16:54:24.379Z,-16.60,50.57,-166.78,-7.47,-1.76,5.89,0.13,0.12,0.13,0.10,0.02,-0.08
2024-06-11T16:54:24.396Z,-16.59,50.46,-166.73,-7.46,-1.76,5.90,0.05,0.28,0.27,0.12,0.02,-0.07
2024-06-11T16:54:24.413Z,-16.33,50.42,-166.92,-7.46,-1.73,5.92,0.09,0.55,0.17,0.12,0.04,-0.06
2024-06-11T16:54:24.429Z,-16.24,50.38,-166.96,-7.46,-1.73,5.93,0.19,0.52,0.08,0.12,0.05,-0.04
2024-06-11T16:54:24.446Z,-16.29,50.48,-166.97,-7.48,-1.73,5.92,-0.04,0.57,-0.09,0.10,0.04,-0.05
2024-06-11T16:54:24.463Z,-16.70,50.41,-166.63,-7.48,-1.78,5.92,-0.17,0.56,0.16,0.10,-0.00,-0.04
2024-06-11T16:54:24.479Z,-16.84,50.48,-166.56,-7.49,-1.79,5.91,-0.11,0.43,0.35,0.09,-0.02,-0.05
2024-06-11T16:54:24.496Z,-16.92,50.70,-166.60,-7.54,-1.80,5.90,0.16,0.29,0.38,0.04,-0.02,-0.06
2024-06-11T16:54:24.514Z,-16.64,50.86,-166.88,-7.56,-1.76,5.90,-0.07,0.31,0.39,0.02,0.01,-0.07
2024-06-11T16:54:24.529Z,-16.62,50.94,-166.93,-7.57,-1.76,5.89,-0.06,0.22,0.15,0.01,0.01,-0.08
2024-06-11T16:54:24.546Z,-16.62,50.90,-166.91,-7.52,-1.75,5.86,-0.08,0.09,0.01,0.06,0.02,-0.10
2024-06-11T16:54:24.562Z,-16.81,50.75,-166.71,-7.48,-1.77,5.85,-0.10,-0.08,-0.18,0.10,0.00,-0.12
2024-06-11T16:54:24.578Z,-16.79,50.63,-166.67,-7.47,-1.77,5.87,-0.24,-0.06,0.04,0.11,0.00,-0.09
2024-06-11T16:54:24.595Z,-16.73,50.52,-166.66,-7.48,-1.77,5.90,0.04,0.07,-0.09,0.10,-0.00,-0.06
2024-06-11T16:54:24.613Z,-16.46,50.61,-166.90,-7.51,-1.75,5.91,-0.05,0.10,-0.11,0.07,0.03,-0.05
2024-06-11T16:54:24.629Z,-16.31,50.60,-167.02,-7.51,-1.73,5.92,-0.10,0.09,-0.22,0.07,0.04,-0.04
2024-06-11T16:54:24.646Z,-16.22,50.47,-167.02,-7.51,-1.73,5.95,-0.30,0.44,-0.20,0.07,0.04,-0.01
2024-06-11T16:54:24.663Z,-16.29,50.45,-166.96,-7.46,-1.73,5.91,-0.04,0.88,-0.48,0.12,0.05,-0.05
2024-06-11T16:54:24.679Z,-16.20,50.47,-167.03,-7.44,-1.71,5.90,-0.05,0.99,-0.76,0.14,0.06,-0.06
2024-06-11T16:54:24.696Z,-16.38,50.42,-166.88,-7.42,-1.73,5.89,-0.08,1.14,-0.80,0.16,0.05,-0.07
2024-06-11T16:54:24.713Z,-16.87,50.60,-166.60,-7.51,-1.79,5.91,-0.20,0.97,-0.61,0.07,-0.01,-0.05
2024-06-11T16:54:24.729Z,-17.09,50.66,-166.46,-7.55,-1.82,5.91,0.00,1.08,-0.47,0.04,-0.04,-0.04
2024-06-11T16:54:24.746Z,-17.14,50.80,-166.48,-7.57,-1.82,5.90,-0.02,1.14,-0.40,0.02,-0.04,-0.05
2024-06-11T16:54:24.763Z,-17.06,50.82,-166.55,-7.55,-1.80,5.88,-0.00,0.76,-0.19,0.05,-0.02,-0.07
2024-06-11T16:54:24.779Z,-16.99,50.74,-166.57,-7.54,-1.80,5.89,-0.25,0.63,-0.11,0.05,-0.02,-0.06
2024-06-11T16:54:24.795Z,-17.10,50.67,-166.45,-7.53,-1.81,5.90,0.25,0.58,0.04,0.06,-0.03,-0.05
2024-06-11T16:54:24.813Z,-17.12,50.71,-166.46,-7.51,-1.81,5.87,0.30,0.64,0.07,0.08,-0.03,-0.07
2024-06-11T16:54:24.828Z,-16.98,50.80,-166.60,-7.51,-1.79,5.86,0.43,0.69,0.12,0.09,-0.01,-0.09
2024-06-11T16:54:24.846Z,-16.81,50.82,-166.74,-7.52,-1.77,5.86,0.20,0.43,0.10,0.08,0.01,-0.08
2024-06-11T16:54:24.862Z,-16.78,50.84,-166.77,-7.53,-1.77,5.87,0.22,0.35,0.01,0.07,0.01,-0.07
2024-06-11T16:54:24.879Z,-16.93,50.85,-166.66,-7.53,-1.79,5.87,0.05,0.18,0.04,0.06,-0.00,-0.07
2024-06-11T16:54:24.896Z,-16.82,50.86,-166.75,-7.53,-1.77,5.86,0.23,0.08,0.10,0.07,0.01,-0.08
2024-06-11T16:54:24.912Z,-16.54,50.91,-166.98,-7.54,-1.74,5.87,-0.06,0.09,0.18,0.06,0.04,-0.07
2024-06-11T16:54:24.929Z,-16.50,50.81,-166.96,-7.53,-1.74,5.89,-0.11,0.01,0.03,0.07,0.04,-0.05
2024-06-11T16:54:24.946Z,-16.54,50.92,-166.98,-7.55,-1.75,5.88,-0.15,-0.04,0.05,0.05,0.04,-0.06
2024-06-11T16:54:24.962Z,-16.62,50.81,-166.87,-7.53,-1.76,5.88,0.10,-0.06,-0.13,0.07,0.03,-0.06
2024-06-11T16:54:24.979Z,-16.64,50.71,-166.81,-7.50,-1.76,5.88,-0.07,0.04,-0.21,0.09,0.02,-0.06
2024-06-11T16:54:24.996Z,-16.75,50.76,-166.76,-7.51,-1.77,5.87,-0.02,-0.13,-0.16,0.09,0.01,-0.07
2024-06-11T16:54:25.013Z,-16.83,50.84,-166.74,-7.54,-1.78,5.88,-0.05,-0.25,-0.13,0.06,0.00,-0.06
2024-06-11T16:54:25.029Z,-16.82,50.80,-166.72,-7.54,-1.78,5.88,0.04,-0.24,-0.11,0.06,0.00,-0.06
2024-06-11T16:54:25.046Z,-16.87,50.77,-166.67,-7.51,-1.78,5.87,0.04,-0.09,-0.22,0.08,0.00,-0.07
2024-06-11T16:54:25.063Z,-16.78,50.70,-166.71,-7.51,-1.77,5.88,0.16,-0.11,-0.06,0.09,0.01,-0.06
2024-06-11T16:54:25.079Z,-16.79,50.72,-166.71,-7.51,-1.77,5.88,0.03,0.04,0.03,0.09,0.01,-0.06
2024-06-11T16:54:25.096Z,-16.91,50.66,-166.59,-7.52,-1.79,5.90,-0.02,-0.05,0.07,0.08,-0.01,-0.04
2024-06-11T16:54:25.113Z,-17.03,50.71,-166.52,-7.55,-1.81,5.91,0.05,0.10,0.26,0.05,-0.03,-0.03
2024-06-11T16:54:25.128Z,-17.05,50.73,-166.52,-7.55,-1.81,5.90,-0.03,0.18,0.27,0.05,-0.03,-0.04
2024-06-11T16:54:25.146Z,-16.95,50.77,-166.61,-7.53,-1.79,5.88,0.03,0.17,0.09,0.07,-0.01,-0.06
2024-06-11T16:54:25.162Z,-16.90,50.76,-166.64,-7.50,-1.78,5.86,-0.06,0.08,0.20,0.10,-0.00,-0.08
2024-06-11T16:54:25.179Z,-16.85,50.76,-166.68,-7.50,-1.78,5.86,0.18,0.17,0.21,0.10,0.00,-0.08
2024-06-11T16:54:25.196Z,-16.73,50.70,-166.74,-7.50,-1.77,5.88,0.05,0.10,0.32,0.09,0.01,-0.06
